name,Photo,about,degree,phone,email,address,specialization,yearofexperience,language,rating,clinicname,timings,onlinebooking,consultonline,linktoprofile
Ajay Health Clinic,https://images1-fabric.practo.com/practices/1144784/ajay-health-clinic-delhi-5c5191aa2fc78.jpg,"Tilak Nagar, Delhi",MBBS,null,null,"Tilak Nagar, Delhi",Ayurveda,null,"eng,hindi",4.0,Ajay Health Clinic,null,https://www.practo.com/delhi/clinic/ajay-health-clinic-1-tilak-nagar?subscription_id=133853929&reach_subscription_id=133853929&specialization=Ayurveda&ad_id=239585146526113&show_all=true,https://www.practo.com/delhi/clinic/ajay-health-clinic-1-tilak-nagar?subscription_id=133853929&reach_subscription_id=133853929&specialization=Ayurveda&ad_id=239585146526113&show_all=true,https://www.practo.com/delhi/clinic/ajay-health-clinic-1-tilak-nagar?subscription_id=133853929&reach_subscription_id=133853929&specialization=Ayurveda&ad_id=239585146526113&show_all=true
Ajay Health Clinic,https://images1-fabric.practo.com/practices/1144784/ajay-health-clinic-delhi-5c5191aa2fc78.jpg,"Tilak Nagar, Delhi",MBBS,null,null,"Tilak Nagar, Delhi",Ayurveda,null,"eng,hindi",4.0,Ajay Health Clinic,null,https://www.practo.com/delhi/clinic/ajay-health-clinic-1-tilak-nagar/doctors?subscription_id=133853929&reach_subscription_id=133853929&specialization=Ayurveda&ad_id=239585146526113&show_all=true,https://www.practo.com/delhi/clinic/ajay-health-clinic-1-tilak-nagar/doctors?subscription_id=133853929&reach_subscription_id=133853929&specialization=Ayurveda&ad_id=239585146526113&show_all=true,https://www.practo.com/delhi/clinic/ajay-health-clinic-1-tilak-nagar/doctors?subscription_id=133853929&reach_subscription_id=133853929&specialization=Ayurveda&ad_id=239585146526113&show_all=true
Tyagi Nursing Home,https://images1-fabric.practo.com/practices/1179727/tyagi-nursing-home-delhi-5b2763c53913d.PNG/thumbnail,"Tilak Nagar, Delhi",MBBS,null,null,"Tilak Nagar, Delhi",Ayurveda,null,"eng,hindi",3.5,Tyagi Nursing Home,null,https://www.practo.com/delhi/hospital/tyagi-nursing-home-tilak-nagar?specialization=Ayurveda,https://www.practo.com/delhi/hospital/tyagi-nursing-home-tilak-nagar?specialization=Ayurveda,https://www.practo.com/delhi/hospital/tyagi-nursing-home-tilak-nagar?specialization=Ayurveda
Sandhyashi Hospital,https://images1-fabric.practo.com/practices/1261693/sandhyashi-hospital-delhi-5d2c3557a1dd0.png/thumbnail,"Bawana, Delhi",MBBS,null,null,"Bawana, Delhi",Ayurveda,null,"eng,hindi",null,Sandhyashi Hospital,null,https://www.practo.com/delhi/hospital/sandhyashi-hospital-bawana?specialization=Ayurveda,https://www.practo.com/delhi/hospital/sandhyashi-hospital-bawana?specialization=Ayurveda,https://www.practo.com/delhi/hospital/sandhyashi-hospital-bawana?specialization=Ayurveda
Sandhyashi Neuro Panchkarma,https://images1-fabric.practo.com/practices/1246792/sandhyashi-neuro-panchkarma-delhi-5e171e0ef3d9c.png/thumbnail,"Shalimar Bagh, Delhi",MBBS,null,null,"Shalimar Bagh, Delhi",Ayurveda,null,"eng,hindi",null,Sandhyashi Neuro Panchkarma,null,https://www.practo.com/delhi/hospital/sandhyashi-neuro-panchkarma-shalimar-bagh?specialization=Ayurveda,https://www.practo.com/delhi/hospital/sandhyashi-neuro-panchkarma-shalimar-bagh?specialization=Ayurveda,https://www.practo.com/delhi/hospital/sandhyashi-neuro-panchkarma-shalimar-bagh?specialization=Ayurveda
Maharishi Ayurveda Hospital,https://images1-fabric.practo.com/maharishi-ayurveda-hospital-delhi-1461934728-57235a88ee249.jpg/thumbnail,"Shalimar Bagh, Delhi",MBBS,null,null,"Shalimar Bagh, Delhi",Ayurveda,null,"eng,hindi",5.0,Maharishi Ayurveda Hospital,null,https://www.practo.com/delhi/hospital/maharishi-ayurveda-hospital-shalimar-bagh-2?specialization=Ayurveda,https://www.practo.com/delhi/hospital/maharishi-ayurveda-hospital-shalimar-bagh-2?specialization=Ayurveda,https://www.practo.com/delhi/hospital/maharishi-ayurveda-hospital-shalimar-bagh-2?specialization=Ayurveda
Jeevan Anmol Hospital,https://images1-fabric.practo.com/jeevan-anmol-hospital-delhi-1441619483-55ed5e1b49af2.png/thumbnail,"Mayur Vihar Ph-I, Delhi",MBBS,null,null,"Mayur Vihar Ph-I, Delhi",Ayurveda,null,"eng,hindi",3.0,Jeevan Anmol Hospital,null,https://www.practo.com/delhi/hospital/jeevan-anmol-hospital-mayur-vihar-ph-i?specialization=Ayurveda,https://www.practo.com/delhi/hospital/jeevan-anmol-hospital-mayur-vihar-ph-i?specialization=Ayurveda,https://www.practo.com/delhi/hospital/jeevan-anmol-hospital-mayur-vihar-ph-i?specialization=Ayurveda
Shri Ram Singh Hospital & Heart Institute,https://images1-fabric.practo.com/shri-ram-singh-hospital-heart-institute-delhi-1449588269-5666f62deafbc.png/thumbnail,"Krishna Nagar, Delhi",MBBS,null,null,"Krishna Nagar, Delhi",Ayurveda,null,"eng,hindi",null,Shri Ram Singh Hospital & Heart Institute,null,https://www.practo.com/delhi/hospital/shri-ram-singh-hospital-heart-institute-krishna-nagar-1?specialization=Ayurveda,https://www.practo.com/delhi/hospital/shri-ram-singh-hospital-heart-institute-krishna-nagar-1?specialization=Ayurveda,https://www.practo.com/delhi/hospital/shri-ram-singh-hospital-heart-institute-krishna-nagar-1?specialization=Ayurveda
Bapu Nature Cure Hospital & Yogashram,https://images1-fabric.practo.com/practices/687782/bapu-nature-cure-hospital-yogashram-delhi-5a12c1b91b2c3.png/thumbnail,"Mayur Vihar Ph-I, Delhi",MBBS,null,null,"Mayur Vihar Ph-I, Delhi",Ayurveda,null,"eng,hindi",3.5,Bapu Nature Cure Hospital & Yogashram,null,https://www.practo.com/delhi/hospital/babu-nature-care-hospital-yogeshram-patparganj?specialization=Ayurveda,https://www.practo.com/delhi/hospital/babu-nature-care-hospital-yogeshram-patparganj?specialization=Ayurveda,https://www.practo.com/delhi/hospital/babu-nature-care-hospital-yogeshram-patparganj?specialization=Ayurveda
BNCHY Wellness Medispa,https://images1-fabric.practo.com/practices/1167777/bnchy-wellness-medispa-delhi-5a1291700de8e.png/thumbnail,"Mayur Vihar Ph-I, Delhi",MBBS,null,null,"Mayur Vihar Ph-I, Delhi",Ayurveda,null,"eng,hindi",null,BNCHY Wellness Medispa,null,https://www.practo.com/delhi/hospital/bnchy-wellness-medispa-mayur-vihar-ph-i?specialization=Ayurveda,https://www.practo.com/delhi/hospital/bnchy-wellness-medispa-mayur-vihar-ph-i?specialization=Ayurveda,https://www.practo.com/delhi/hospital/bnchy-wellness-medispa-mayur-vihar-ph-i?specialization=Ayurveda
Kurias Earth Multispeciality Ayurveda Hospital Pvt. Ltd.,https://images1-fabric.practo.com/5561f87a9b59f14f2c6d71180635bd2ebf92242f17395.png/thumbnail,"Green Park, Delhi",MBBS,null,null,"Green Park, Delhi",Ayurveda,null,"eng,hindi",4.5,Kurias Earth Multispeciality Ayurveda Hospital Pvt. Ltd.,null,https://www.practo.com/delhi/hospital/kurias-earth-ayurveda-green-park?specialization=Ayurveda,https://www.practo.com/delhi/hospital/kurias-earth-ayurveda-green-park?specialization=Ayurveda,https://www.practo.com/delhi/hospital/kurias-earth-ayurveda-green-park?specialization=Ayurveda
Mudit Vishwakarma Hospital,//www.practostatic.com/web-assets/images/default_clinic.60df7b39c2ae.png,"Dwarka, Delhi",MBBS,null,null,"Dwarka, Delhi",Ayurveda,null,"eng,hindi",null,Mudit Vishwakarma Hospital,null,https://www.practo.com/delhi/hospital/mudit-vishwakarma-hospital-dwarka?specialization=Ayurveda,https://www.practo.com/delhi/hospital/mudit-vishwakarma-hospital-dwarka?specialization=Ayurveda,https://www.practo.com/delhi/hospital/mudit-vishwakarma-hospital-dwarka?specialization=Ayurveda
Ajay Health Clinic,https://images1-fabric.practo.com/practices/1144784/ajay-health-clinic-delhi-5c5191aa2fc78.jpg,"Tilak Nagar, Delhi",MBBS,null,null,"Tilak Nagar, Delhi",Ayurveda,null,"eng,hindi",4.0,Ajay Health Clinic,null,https://www.practo.com/delhi/clinic/ajay-health-clinic-1-tilak-nagar?subscription_id=188684738&reach_subscription_id=188684738&specialization=Ayurveda&ad_id=358108054302990&show_all=true,https://www.practo.com/delhi/clinic/ajay-health-clinic-1-tilak-nagar?subscription_id=188684738&reach_subscription_id=188684738&specialization=Ayurveda&ad_id=358108054302990&show_all=true,https://www.practo.com/delhi/clinic/ajay-health-clinic-1-tilak-nagar?subscription_id=188684738&reach_subscription_id=188684738&specialization=Ayurveda&ad_id=358108054302990&show_all=true
Ajay Health Clinic,https://images1-fabric.practo.com/practices/1144784/ajay-health-clinic-delhi-5c5191aa2fc78.jpg,"Tilak Nagar, Delhi",MBBS,null,null,"Tilak Nagar, Delhi",Ayurveda,null,"eng,hindi",4.0,Ajay Health Clinic,null,https://www.practo.com/delhi/clinic/ajay-health-clinic-1-tilak-nagar/doctors?subscription_id=188684738&reach_subscription_id=188684738&specialization=Ayurveda&ad_id=358108054302990&show_all=true,https://www.practo.com/delhi/clinic/ajay-health-clinic-1-tilak-nagar/doctors?subscription_id=188684738&reach_subscription_id=188684738&specialization=Ayurveda&ad_id=358108054302990&show_all=true,https://www.practo.com/delhi/clinic/ajay-health-clinic-1-tilak-nagar/doctors?subscription_id=188684738&reach_subscription_id=188684738&specialization=Ayurveda&ad_id=358108054302990&show_all=true
Agnivesh Ayurveda Hospital,https://images1-fabric.practo.com/543b8e1c3d0dd3fc9393b08dbfa26db1b6360d9ddd0f8.png/thumbnail,"Uttam Nagar, Delhi",MBBS,null,null,"Uttam Nagar, Delhi",Ayurveda,null,"eng,hindi",null,Agnivesh Ayurveda Hospital,null,https://www.practo.com/delhi/hospital/agnivesha-ayurveda-gurgaon-sector-55-1?specialization=Ayurveda,https://www.practo.com/delhi/hospital/agnivesha-ayurveda-gurgaon-sector-55-1?specialization=Ayurveda,https://www.practo.com/delhi/hospital/agnivesha-ayurveda-gurgaon-sector-55-1?specialization=Ayurveda
Jeevan Jyoti Hospital,//www.practostatic.com/web-assets/images/default_clinic.60df7b39c2ae.png,"Okhla, Delhi",MBBS,null,null,"Okhla, Delhi",Ayurveda,null,"eng,hindi",null,Jeevan Jyoti Hospital,null,https://www.practo.com/delhi/hospital/jeevan-jyoti-hospital-okhla?specialization=Ayurveda,https://www.practo.com/delhi/hospital/jeevan-jyoti-hospital-okhla?specialization=Ayurveda,https://www.practo.com/delhi/hospital/jeevan-jyoti-hospital-okhla?specialization=Ayurveda
Revive Superspeciality Hospital,//www.practostatic.com/web-assets/images/default_clinic.60df7b39c2ae.png,"Tilak Nagar, Delhi",MBBS,null,null,"Tilak Nagar, Delhi",Ayurveda,null,"eng,hindi",null,Revive Superspeciality Hospital,null,https://www.practo.com/delhi/hospital/revive-superspeciality-hospital-tilak-nagar?specialization=Ayurveda,https://www.practo.com/delhi/hospital/revive-superspeciality-hospital-tilak-nagar?specialization=Ayurveda,https://www.practo.com/delhi/hospital/revive-superspeciality-hospital-tilak-nagar?specialization=Ayurveda
Seva Dham Plus Hospital,https://images1-fabric.practo.com/seva-dham-plus-hospital-delhi-1438943578-55c4895a6ba3b.jpg/thumbnail,"Hazrat Nizamuddin, Delhi",MBBS,null,null,"Hazrat Nizamuddin, Delhi",Ayurveda,null,"eng,hindi",5.0,Seva Dham Plus Hospital,null,https://www.practo.com/delhi/hospital/seva-dham-plus-hospital-hazrat-nizamuddin?specialization=Ayurveda,https://www.practo.com/delhi/hospital/seva-dham-plus-hospital-hazrat-nizamuddin?specialization=Ayurveda,https://www.practo.com/delhi/hospital/seva-dham-plus-hospital-hazrat-nizamuddin?specialization=Ayurveda
"Anamiiva, Dr. Tyagi Panchakarma and Ayurvedic Hospital",https://images1-fabric.practo.com/anamiiva-dr-tyagi-panchakarma-and-ayurvedic-hospital-delhi-1463634635-573d4acb87a9a.jpg/thumbnail,"East Of Kailash, Delhi",MBBS,null,null,"East Of Kailash, Delhi",Ayurveda,null,"eng,hindi",null,"Anamiiva, Dr. Tyagi Panchakarma and Ayurvedic Hospital",null,https://www.practo.com/delhi/hospital/anamiiva-dr-tyagi-panchakarma-and-ayurvedic-hospital-east-of-kailash?specialization=Ayurveda,https://www.practo.com/delhi/hospital/anamiiva-dr-tyagi-panchakarma-and-ayurvedic-hospital-east-of-kailash?specialization=Ayurveda,https://www.practo.com/delhi/hospital/anamiiva-dr-tyagi-panchakarma-and-ayurvedic-hospital-east-of-kailash?specialization=Ayurveda
Jyoti Memorial Jain Hospital,//www.practostatic.com/web-assets/images/default_clinic.60df7b39c2ae.png,"Najafgarh, Delhi",MBBS,null,null,"Najafgarh, Delhi",Ayurveda,null,"eng,hindi",null,Jyoti Memorial Jain Hospital,null,https://www.practo.com/delhi/hospital/jyoti-memorial-jain-hospital-najafgarh?specialization=Ayurveda,https://www.practo.com/delhi/hospital/jyoti-memorial-jain-hospital-najafgarh?specialization=Ayurveda,https://www.practo.com/delhi/hospital/jyoti-memorial-jain-hospital-najafgarh?specialization=Ayurveda
Satyog Ayurveda,https://images1-fabric.practo.com/54b8ce2ad0bb0c3ab34b45bb583ccecc1ba5995cc55a2.jpg,"Rohini, Delhi",MBBS,null,null,"Rohini, Delhi",Ayurveda,null,"eng,hindi",4.5,Satyog Ayurveda,null,https://www.practo.com/delhi/clinic/satyog-ayurveda-rohini?specialization=Ayurveda,https://www.practo.com/delhi/clinic/satyog-ayurveda-rohini?specialization=Ayurveda,https://www.practo.com/delhi/clinic/satyog-ayurveda-rohini?specialization=Ayurveda
Ayurveda Sanjeevani,https://images1-fabric.practo.com/practices/688517/ayurveda-sanjeevani-delhi-5a82635dc75dc.jpg,"Shakarpur, Delhi",MBBS,null,null,"Shakarpur, Delhi",Ayurveda,null,"eng,hindi",null,Ayurveda Sanjeevani,null,https://www.practo.com/delhi/clinic/ayurveda-sanjeevani-laxmi-nagar?specialization=Ayurveda,https://www.practo.com/delhi/clinic/ayurveda-sanjeevani-laxmi-nagar?specialization=Ayurveda,https://www.practo.com/delhi/clinic/ayurveda-sanjeevani-laxmi-nagar?specialization=Ayurveda
Dr. Monga Clinic,https://images1-fabric.practo.com/practices/693424/dr-monga-clinic-delhi-59648915a622c.png,"Lajpat Nagar, Delhi",MBBS,null,null,"Lajpat Nagar, Delhi",Ayurveda,null,"eng,hindi",4.0,Dr. Monga Clinic,null,https://www.practo.com/delhi/clinic/dr-monga-clinic-new-delhi-lajpat-nagar?specialization=Ayurveda,https://www.practo.com/delhi/clinic/dr-monga-clinic-new-delhi-lajpat-nagar?specialization=Ayurveda,https://www.practo.com/delhi/clinic/dr-monga-clinic-new-delhi-lajpat-nagar?specialization=Ayurveda
Maharishi Ayurveda Wellness Clinic,https://images1-fabric.practo.com/practices/730992/maharishi-ayurveda-products-pvt-ltd-delhi-5f35713e8ba6c.png,"Sarita Vihar, Delhi",MBBS,null,null,"Sarita Vihar, Delhi",Ayurveda,null,"eng,hindi",5.0,Maharishi Ayurveda Wellness Clinic,null,https://www.practo.com/delhi/clinic/maharishi-ayurveda-products-pvt-ltd-badarpur?specialization=Ayurveda,https://www.practo.com/delhi/clinic/maharishi-ayurveda-products-pvt-ltd-badarpur?specialization=Ayurveda,https://www.practo.com/delhi/clinic/maharishi-ayurveda-products-pvt-ltd-badarpur?specialization=Ayurveda
Ajay Health Clinic,https://images1-fabric.practo.com/practices/1144784/ajay-health-clinic-delhi-5c5191aa2fc78.jpg,"Tilak Nagar, Delhi",MBBS,null,null,"Tilak Nagar, Delhi",Ayurveda,null,"eng,hindi",4.0,Ajay Health Clinic,null,https://www.practo.com/delhi/clinic/ajay-health-clinic-1-tilak-nagar?subscription_id=133853929&reach_subscription_id=133853929&specialization=Ayurveda&ad_id=239585146526113&show_all=true,https://www.practo.com/delhi/clinic/ajay-health-clinic-1-tilak-nagar?subscription_id=133853929&reach_subscription_id=133853929&specialization=Ayurveda&ad_id=239585146526113&show_all=true,https://www.practo.com/delhi/clinic/ajay-health-clinic-1-tilak-nagar?subscription_id=133853929&reach_subscription_id=133853929&specialization=Ayurveda&ad_id=239585146526113&show_all=true
Ajay Health Clinic,https://images1-fabric.practo.com/practices/1144784/ajay-health-clinic-delhi-5c5191aa2fc78.jpg,"Tilak Nagar, Delhi",MBBS,null,null,"Tilak Nagar, Delhi",Ayurveda,null,"eng,hindi",4.0,Ajay Health Clinic,null,https://www.practo.com/delhi/clinic/ajay-health-clinic-1-tilak-nagar/doctors?subscription_id=133853929&reach_subscription_id=133853929&specialization=Ayurveda&ad_id=239585146526113&show_all=true,https://www.practo.com/delhi/clinic/ajay-health-clinic-1-tilak-nagar/doctors?subscription_id=133853929&reach_subscription_id=133853929&specialization=Ayurveda&ad_id=239585146526113&show_all=true,https://www.practo.com/delhi/clinic/ajay-health-clinic-1-tilak-nagar/doctors?subscription_id=133853929&reach_subscription_id=133853929&specialization=Ayurveda&ad_id=239585146526113&show_all=true
Maharishi Ayurveda Wellness Clinic,https://images1-fabric.practo.com/practices/748665/maharishi-ayurveda-wellness-clinic-delhi-5f291dbdaad99.png,"Rajouri Garden, Delhi",MBBS,null,null,"Rajouri Garden, Delhi",Ayurveda,null,"eng,hindi",null,Maharishi Ayurveda Wellness Clinic,null,https://www.practo.com/delhi/clinic/maharishi-ayurveda-products-pvt-ltd-rajouri-garden?specialization=Ayurveda,https://www.practo.com/delhi/clinic/maharishi-ayurveda-products-pvt-ltd-rajouri-garden?specialization=Ayurveda,https://www.practo.com/delhi/clinic/maharishi-ayurveda-products-pvt-ltd-rajouri-garden?specialization=Ayurveda
Maharishi Ayurveda Wellness Clinic,https://images1-fabric.practo.com/practices/730992/maharishi-ayurveda-products-pvt-ltd-delhi-5f35713e8ba6c.png,"Sarita Vihar, Delhi",MBBS,null,null,"Sarita Vihar, Delhi",Ayurveda,null,"eng,hindi",5.0,Maharishi Ayurveda Wellness Clinic,null,https://www.practo.com/delhi/clinic/maharishi-ayurveda-products-pvt-ltd-badarpur?specialization=Ayurveda,https://www.practo.com/delhi/clinic/maharishi-ayurveda-products-pvt-ltd-badarpur?specialization=Ayurveda,https://www.practo.com/delhi/clinic/maharishi-ayurveda-products-pvt-ltd-badarpur?specialization=Ayurveda
Anjali Mukerjee Health Total,https://images1-fabric.practo.com/anjali-mukerjee-health-total-delhi-1477575524-581203649727c.png,"Punjabi Bagh, Delhi",MBBS,null,null,"Punjabi Bagh, Delhi",Ayurveda,null,"eng,hindi",null,Anjali Mukerjee Health Total,null,https://www.practo.com/delhi/clinic/anjali-mukerjee-health-total-punjabi-bagh?specialization=Ayurveda,https://www.practo.com/delhi/clinic/anjali-mukerjee-health-total-punjabi-bagh?specialization=Ayurveda,https://www.practo.com/delhi/clinic/anjali-mukerjee-health-total-punjabi-bagh?specialization=Ayurveda
Jiva Ayurveda,https://images1-fabric.practo.com/practices/1100244/jiva-ayurveda-delhi-605d7790bc806.jpg,"Malviya Nagar, Delhi",MBBS,null,null,"Malviya Nagar, Delhi",Ayurveda,null,"eng,hindi",null,Jiva Ayurveda,null,https://www.practo.com/delhi/clinic/jiva-ayurveda-malviya-nagar?specialization=Ayurveda,https://www.practo.com/delhi/clinic/jiva-ayurveda-malviya-nagar?specialization=Ayurveda,https://www.practo.com/delhi/clinic/jiva-ayurveda-malviya-nagar?specialization=Ayurveda
JIVA Ayurveda,https://images1-fabric.practo.com/practices/1182997/jiva-ayurveda-delhi-605d7f020b429.jpg,"Patel Nagar East, Delhi",MBBS,null,null,"Patel Nagar East, Delhi",Ayurveda,null,"eng,hindi",null,JIVA Ayurveda,null,https://www.practo.com/delhi/clinic/jiva-ayurveda-clinic-patel-nagar-east?specialization=Ayurveda,https://www.practo.com/delhi/clinic/jiva-ayurveda-clinic-patel-nagar-east?specialization=Ayurveda,https://www.practo.com/delhi/clinic/jiva-ayurveda-clinic-patel-nagar-east?specialization=Ayurveda
JIVA Ayurveda,https://images1-fabric.practo.com/practices/1182998/jiva-ayurveda-delhi-605d77e6261b7.jpg,"Kalkaji, Delhi",MBBS,null,null,"Kalkaji, Delhi",Ayurveda,null,"eng,hindi",null,JIVA Ayurveda,null,https://www.practo.com/delhi/clinic/jiva-ayurveda-kalkaji?specialization=Ayurveda,https://www.practo.com/delhi/clinic/jiva-ayurveda-kalkaji?specialization=Ayurveda,https://www.practo.com/delhi/clinic/jiva-ayurveda-kalkaji?specialization=Ayurveda
JIVA Ayurveda,https://images1-fabric.practo.com/practices/1182996/jiva-ayurveda-delhi-605d7b16bc046.jpg,"Shahdara, Delhi",MBBS,null,null,"Shahdara, Delhi",Ayurveda,null,"eng,hindi",3.5,JIVA Ayurveda,null,https://www.practo.com/delhi/clinic/jiva-ayurveda-clinic-shahadara?specialization=Ayurveda,https://www.practo.com/delhi/clinic/jiva-ayurveda-clinic-shahadara?specialization=Ayurveda,https://www.practo.com/delhi/clinic/jiva-ayurveda-clinic-shahadara?specialization=Ayurveda
JIVA Ayurveda,https://images1-fabric.practo.com/practices/1183031/jiva-ayurveda-delhi-605d7f216b0f3.jpg,"Rohini Sector 7, Delhi",MBBS,null,null,"Rohini Sector 7, Delhi",Ayurveda,null,"eng,hindi",4.0,JIVA Ayurveda,null,https://www.practo.com/delhi/clinic/jiva-ayurveda-rohini-sector-7?specialization=Ayurveda,https://www.practo.com/delhi/clinic/jiva-ayurveda-rohini-sector-7?specialization=Ayurveda,https://www.practo.com/delhi/clinic/jiva-ayurveda-rohini-sector-7?specialization=Ayurveda
JIVA Ayurveda,https://images1-fabric.practo.com/practices/1183033/jiva-ayurveda-delhi-605d7856aaf8c.jpg,"Karol Bagh, Delhi",MBBS,null,null,"Karol Bagh, Delhi",Ayurveda,null,"eng,hindi",null,JIVA Ayurveda,null,https://www.practo.com/delhi/clinic/jiva-ayurveda-karol-bagh?specialization=Ayurveda,https://www.practo.com/delhi/clinic/jiva-ayurveda-karol-bagh?specialization=Ayurveda,https://www.practo.com/delhi/clinic/jiva-ayurveda-karol-bagh?specialization=Ayurveda
Kairali Ayurvedic Centre,https://images1-fabric.practo.com/practices/1219641/kairali-ayurvedic-centre-delhi-5b7bcfe691bb1.png,"Mehrauli, Delhi",MBBS,null,null,"Mehrauli, Delhi",Ayurveda,null,"eng,hindi",null,Kairali Ayurvedic Centre,null,https://www.practo.com/delhi/clinic/kairali-ayurvedic-centre-mehrauli-1?specialization=Ayurveda,https://www.practo.com/delhi/clinic/kairali-ayurvedic-centre-mehrauli-1?specialization=Ayurveda,https://www.practo.com/delhi/clinic/kairali-ayurvedic-centre-mehrauli-1?specialization=Ayurveda
Pooja Maternity Nursing Home & Ent Center,https://images1-fabric.practo.com/532aa7022f9b1e5befbce9e63b12d44fb97369ec732d4.jpg/thumbnail,"Ghatkopar West, Mumbai",MBBS,null,null,"Ghatkopar West, Mumbai",Ayurveda,null,"eng,hindi",5.0,Pooja Maternity Nursing Home & Ent Center,null,https://www.practo.com/mumbai/hospital/pooja-maternity-nursing-home-and-ent-center-ghatkopar-west?specialization=Ayurveda,https://www.practo.com/mumbai/hospital/pooja-maternity-nursing-home-and-ent-center-ghatkopar-west?specialization=Ayurveda,https://www.practo.com/mumbai/hospital/pooja-maternity-nursing-home-and-ent-center-ghatkopar-west?specialization=Ayurveda
Ashwini Ayurvedic Hopsital,https://images1-fabric.practo.com/practices/1271209/ashwini-ayurvedic-hopsital-mumbai-5de61523c3ffe.PNG/thumbnail,"Borivali West, Mumbai",MBBS,null,null,"Borivali West, Mumbai",Ayurveda,null,"eng,hindi",null,Ashwini Ayurvedic Hopsital,null,https://www.practo.com/mumbai/hospital/ashwini-ayurvedic-hopsital-research-centre-borivali-west?specialization=Ayurveda,https://www.practo.com/mumbai/hospital/ashwini-ayurvedic-hopsital-research-centre-borivali-west?specialization=Ayurveda,https://www.practo.com/mumbai/hospital/ashwini-ayurvedic-hopsital-research-centre-borivali-west?specialization=Ayurveda
Dr. Jonwal's Niramay Ayush Panchkarm Health Institute & Research Hospital,https://images1-fabric.practo.com/dr-jonwals-niramay-ayush-panchkarm-health-instituteresearch-mumbai-1447151942-5641c9464e19a.JPG/thumbnail,"Kandivali West, Mumbai",MBBS,null,null,"Kandivali West, Mumbai",Ayurveda,null,"eng,hindi",4.5,Dr. Jonwal's Niramay Ayush Panchkarm Health Institute & Research Hospital,null,https://www.practo.com/mumbai/hospital/dr-jonwal-s-niramay-ayush-panchkarm-health-institute-and-research-hospital-kandivali-west?specialization=Ayurveda,https://www.practo.com/mumbai/hospital/dr-jonwal-s-niramay-ayush-panchkarm-health-institute-and-research-hospital-kandivali-west?specialization=Ayurveda,https://www.practo.com/mumbai/hospital/dr-jonwal-s-niramay-ayush-panchkarm-health-institute-and-research-hospital-kandivali-west?specialization=Ayurveda
Vivanta Hospital,https://images1-fabric.practo.com/practices/1146710/vivanta-hospital-mumbai-5a0d8867a100b.png/thumbnail,"Malad West, Mumbai",MBBS,null,null,"Malad West, Mumbai",Ayurveda,null,"eng,hindi",4.5,Vivanta Hospital,null,https://www.practo.com/mumbai/hospital/vivanta-hospital-malad-west-2?specialization=Ayurveda,https://www.practo.com/mumbai/hospital/vivanta-hospital-malad-west-2?specialization=Ayurveda,https://www.practo.com/mumbai/hospital/vivanta-hospital-malad-west-2?specialization=Ayurveda
Vinayak Maternity And General Hospital,https://images1-fabric.practo.com/5566f92cf18731244b63f10161a1c2ef8edc0bae5ba6f.jpg/thumbnail,"Malad West, Mumbai",MBBS,null,null,"Malad West, Mumbai",Ayurveda,null,"eng,hindi",4.0,Vinayak Maternity And General Hospital,null,https://www.practo.com/mumbai/hospital/vinayak-maternity-and-general-hospital-malad-west-1?specialization=Ayurveda,https://www.practo.com/mumbai/hospital/vinayak-maternity-and-general-hospital-malad-west-1?specialization=Ayurveda,https://www.practo.com/mumbai/hospital/vinayak-maternity-and-general-hospital-malad-west-1?specialization=Ayurveda
Breach Candy Hospital,https://images1-fabric.practo.com/53a1712e8654996d6f2e7e1f705ab5e59c84a6dc009b2.jpg/thumbnail,"Breach Candy, Mumbai",MBBS,null,null,"Breach Candy, Mumbai",Ayurveda,null,"eng,hindi",4.0,Breach Candy Hospital,null,https://www.practo.com/mumbai/hospital/breach-candy-hospital-2?specialization=Ayurveda,https://www.practo.com/mumbai/hospital/breach-candy-hospital-2?specialization=Ayurveda,https://www.practo.com/mumbai/hospital/breach-candy-hospital-2?specialization=Ayurveda
Asian Cancer Institute,//www.practostatic.com/web-assets/images/default_clinic.60df7b39c2ae.png,"Sion East, Mumbai",MBBS,null,null,"Sion East, Mumbai",Ayurveda,null,"eng,hindi",4.5,Asian Cancer Institute,null,https://www.practo.com/mumbai/hospital/asian-cancer-institute-sion?specialization=Ayurveda,https://www.practo.com/mumbai/hospital/asian-cancer-institute-sion?specialization=Ayurveda,https://www.practo.com/mumbai/hospital/asian-cancer-institute-sion?specialization=Ayurveda
SMT. K.G. Mittal Hospital,//www.practostatic.com/web-assets/images/default_clinic.60df7b39c2ae.png,"Charni Road, Mumbai",MBBS,null,null,"Charni Road, Mumbai",Ayurveda,null,"eng,hindi",null,SMT. K.G. Mittal Hospital,null,https://www.practo.com/mumbai/hospital/smt-k-g-mittal-hospital-mumbai-charni-road?specialization=Ayurveda,https://www.practo.com/mumbai/hospital/smt-k-g-mittal-hospital-mumbai-charni-road?specialization=Ayurveda,https://www.practo.com/mumbai/hospital/smt-k-g-mittal-hospital-mumbai-charni-road?specialization=Ayurveda
